"","doy","t","temp","seas","thresh"
"5003",237,2019-08-24,NA,14.1585,15.3321
"5004",238,2019-08-25,NA,14.1242,15.289
"5005",239,2019-08-26,NA,14.0888,15.2457
"5006",240,2019-08-27,NA,14.0537,15.2009
"5007",241,2019-08-28,NA,14.0198,15.1573
"5008",242,2019-08-29,NA,13.988,15.1176
"5009",243,2019-08-30,NA,13.9582,15.0852
"5010",244,2019-08-31,NA,13.9293,15.0555
"5011",245,2019-09-01,NA,13.9005,15.0281
"5012",246,2019-09-02,NA,13.8707,15.0046
"5013",247,2019-09-03,NA,13.8402,14.9795
"5014",248,2019-09-04,NA,13.8088,14.955
"5015",249,2019-09-05,NA,13.7766,14.9289
"5016",250,2019-09-06,NA,13.7441,14.9019
"5017",251,2019-09-07,NA,13.7117,14.8758
"5018",252,2019-09-08,NA,13.6793,14.8503
"5019",253,2019-09-09,NA,13.6448,14.8232
"5020",254,2019-09-10,NA,13.6083,14.7957
"5021",255,2019-09-11,NA,13.5716,14.7675
"5022",256,2019-09-12,NA,13.5356,14.7378
"5023",257,2019-09-13,NA,13.4995,14.7058
"5024",258,2019-09-14,NA,13.4632,14.6723
"5025",259,2019-09-15,NA,13.4266,14.6385
"5026",260,2019-09-16,NA,13.3913,14.6021
"5027",261,2019-09-17,NA,13.3578,14.5659
"5028",262,2019-09-18,NA,13.3258,14.5292
"5029",263,2019-09-19,NA,13.2948,14.4922
"5030",264,2019-09-20,NA,13.2654,14.4532
"5031",265,2019-09-21,NA,13.2372,14.4259
"5032",266,2019-09-22,NA,13.2071,14.4017
"5033",267,2019-09-23,NA,13.1754,14.3774
"5034",268,2019-09-24,NA,13.1438,14.3537
"5035",269,2019-09-25,NA,13.1117,14.3303
"5036",270,2019-09-26,NA,13.079,14.3061
"5037",271,2019-09-27,NA,13.0444,14.2813
"5038",272,2019-09-28,NA,13.008,14.2555
"5039",273,2019-09-29,NA,12.9705,14.2293
"5040",274,2019-09-30,NA,12.9331,14.2003
"5041",275,2019-10-01,NA,12.896,14.1711
"5042",276,2019-10-02,NA,12.8591,14.139
"5043",277,2019-10-03,NA,12.8229,14.1079
"5044",278,2019-10-04,NA,12.7871,14.078
"5045",279,2019-10-05,NA,12.7501,14.0453
"5046",280,2019-10-06,NA,12.7126,14.0095
"5047",281,2019-10-07,NA,12.6745,13.9776
"5048",282,2019-10-08,NA,12.6343,13.9467
"5049",283,2019-10-09,NA,12.5926,13.9134
"5050",284,2019-10-10,NA,12.5491,13.8789
"5051",285,2019-10-11,NA,12.5029,13.8432
"5052",286,2019-10-12,NA,12.4548,13.8075
"5053",287,2019-10-13,NA,12.4052,13.7763
"5054",288,2019-10-14,NA,12.3554,13.7459
"5055",289,2019-10-15,NA,12.3053,13.7163
"5056",290,2019-10-16,NA,12.2569,13.6884
"5057",291,2019-10-17,NA,12.2102,13.6637
"5058",292,2019-10-18,NA,12.1658,13.6429
"5059",293,2019-10-19,NA,12.1253,13.6248
"5060",294,2019-10-20,NA,12.0875,13.6108
"5061",295,2019-10-21,NA,12.0524,13.6075
"5062",296,2019-10-22,NA,12.02,13.606
"5063",297,2019-10-23,NA,11.9909,13.6013
"5064",298,2019-10-24,NA,11.9647,13.599
"5065",299,2019-10-25,NA,11.9406,13.5992
"5066",300,2019-10-26,NA,11.918,13.5993
"5067",301,2019-10-27,NA,11.8964,13.5971
"5068",302,2019-10-28,NA,11.8752,13.5798
"5069",303,2019-10-29,NA,11.8539,13.5561
"5070",304,2019-10-30,NA,11.8319,13.5321
"5071",305,2019-10-31,NA,11.8093,13.5072
"5072",306,2019-11-01,NA,11.7865,13.4814
"5073",307,2019-11-02,NA,11.7639,13.4567
"5074",308,2019-11-03,NA,11.741,13.431
"5075",309,2019-11-04,NA,11.7175,13.404
"5076",310,2019-11-05,NA,11.6947,13.3783
"5077",311,2019-11-06,NA,11.6726,13.3556
"5078",312,2019-11-07,NA,11.6506,13.3299
"5079",313,2019-11-08,NA,11.6299,13.3045
"5080",314,2019-11-09,NA,11.6101,13.2846
"5081",315,2019-11-10,NA,11.5909,13.2648
"5082",316,2019-11-11,NA,11.5727,13.2532
"5083",317,2019-11-12,NA,11.5542,13.2428
"5084",318,2019-11-13,NA,11.5356,13.2283
"5085",319,2019-11-14,NA,11.5168,13.215
"5086",320,2019-11-15,NA,11.4984,13.2013
"5087",321,2019-11-16,NA,11.4791,13.1839
"5088",322,2019-11-17,NA,11.4586,13.1627
"5089",323,2019-11-18,NA,11.4367,13.1399
"5090",324,2019-11-19,NA,11.413,13.117
"5091",325,2019-11-20,NA,11.3886,13.0929
"5092",326,2019-11-21,NA,11.3646,13.0635
"5093",327,2019-11-22,NA,11.3407,13.0299
"5094",328,2019-11-23,NA,11.3165,12.9988
"5095",329,2019-11-24,NA,11.2916,12.9666
"5096",330,2019-11-25,NA,11.2653,12.9306
"5097",331,2019-11-26,NA,11.2372,12.8929
"5098",332,2019-11-27,NA,11.2079,12.8561
"5099",333,2019-11-28,NA,11.1783,12.8332
"5100",334,2019-11-29,NA,11.1487,12.8163
"5101",335,2019-11-30,NA,11.1188,12.7996
"5102",336,2019-12-01,NA,11.0884,12.7829
"5103",337,2019-12-02,NA,11.0569,12.765
"5104",338,2019-12-03,NA,11.0241,12.7466
"5105",339,2019-12-04,NA,10.9907,12.727
"5106",340,2019-12-05,NA,10.9572,12.7073
"5107",341,2019-12-06,NA,10.9239,12.6891
"5108",342,2019-12-07,NA,10.8915,12.6709
"5109",343,2019-12-08,NA,10.86,12.6537
"5110",344,2019-12-09,NA,10.8291,12.6361
"5111",345,2019-12-10,NA,10.7989,12.6157
"5112",346,2019-12-11,NA,10.7699,12.5959
"5113",347,2019-12-12,NA,10.7411,12.5673
"5114",348,2019-12-13,NA,10.7131,12.5328
"5115",349,2019-12-14,NA,10.6861,12.4906
"5116",350,2019-12-15,NA,10.6599,12.4366
"5117",351,2019-12-16,NA,10.6348,12.3805
"5118",352,2019-12-17,NA,10.6115,12.3263
"5119",353,2019-12-18,NA,10.5899,12.2751
"5120",354,2019-12-19,NA,10.5702,12.2279
"5121",355,2019-12-20,NA,10.5518,12.1826
"5122",356,2019-12-21,NA,10.5343,12.1375
"5123",357,2019-12-22,NA,10.5176,12.0963
"5124",358,2019-12-23,NA,10.5021,12.067
"5125",359,2019-12-24,NA,10.488,12.0421
"5126",360,2019-12-25,NA,10.4754,12.0204
"5127",361,2019-12-26,NA,10.4642,12.0017
"5128",362,2019-12-27,NA,10.4547,11.9832
"5129",363,2019-12-28,NA,10.4461,11.9664
"5130",364,2019-12-29,NA,10.4383,11.9497
"5131",365,2019-12-30,NA,10.4312,11.9325
"5132",366,2019-12-31,NA,10.4246,11.9154
"5133",1,2020-01-01,NA,10.4183,11.8983
"5134",2,2020-01-02,NA,10.4124,11.8823
"5135",3,2020-01-03,NA,10.4072,11.8665
"5136",4,2020-01-04,NA,10.4023,11.8512
"5137",5,2020-01-05,NA,10.3975,11.8334
"5138",6,2020-01-06,NA,10.3932,11.8143
"5139",7,2020-01-07,NA,10.3883,11.7984
"5140",8,2020-01-08,NA,10.383,11.7817
"5141",9,2020-01-09,NA,10.3769,11.7648
"5142",10,2020-01-10,NA,10.3701,11.7479
"5143",11,2020-01-11,NA,10.3625,11.7284
"5144",12,2020-01-12,NA,10.3553,11.6986
"5145",13,2020-01-13,NA,10.3483,11.6692
"5146",14,2020-01-14,NA,10.3417,11.6488
"5147",15,2020-01-15,NA,10.3352,11.6378
"5148",16,2020-01-16,NA,10.3285,11.6292
"5149",17,2020-01-17,NA,10.3216,11.6239
"5150",18,2020-01-18,NA,10.3148,11.6191
"5151",19,2020-01-19,NA,10.3084,11.6145
"5152",20,2020-01-20,NA,10.3025,11.6083
"5153",21,2020-01-21,NA,10.2971,11.6028
"5154",22,2020-01-22,NA,10.292,11.5962
"5155",23,2020-01-23,NA,10.2868,11.5832
"5156",24,2020-01-24,NA,10.2817,11.5686
"5157",25,2020-01-25,NA,10.2764,11.5571
"5158",26,2020-01-26,NA,10.271,11.549
"5159",27,2020-01-27,NA,10.266,11.5446
"5160",28,2020-01-28,NA,10.2612,11.5417
"5161",29,2020-01-29,NA,10.2558,11.5403
"5162",30,2020-01-30,NA,10.2495,11.5406
"5163",31,2020-01-31,NA,10.2427,11.54
"5164",32,2020-02-01,NA,10.2357,11.5394
"5165",33,2020-02-02,NA,10.2286,11.538
"5166",34,2020-02-03,NA,10.2214,11.5351
"5167",35,2020-02-04,NA,10.2134,11.5326
"5168",36,2020-02-05,NA,10.205,11.5315
"5169",37,2020-02-06,NA,10.1955,11.5291
"5170",38,2020-02-07,NA,10.185,11.5216
"5171",39,2020-02-08,NA,10.1744,11.5126
"5172",40,2020-02-09,NA,10.164,11.5039
"5173",41,2020-02-10,NA,10.1541,11.4952
"5174",42,2020-02-11,NA,10.1446,11.4868
"5175",43,2020-02-12,NA,10.1353,11.4905
"5176",44,2020-02-13,NA,10.1259,11.499
"5177",45,2020-02-14,NA,10.1168,11.5082
"5178",46,2020-02-15,NA,10.1079,11.5194
"5179",47,2020-02-16,NA,10.0993,11.5299
"5180",48,2020-02-17,NA,10.0912,11.5374
"5181",49,2020-02-18,NA,10.0835,11.5448
"5182",50,2020-02-19,NA,10.0757,11.5497
"5183",51,2020-02-20,NA,10.0676,11.5543
"5184",52,2020-02-21,NA,10.0598,11.5583
"5185",53,2020-02-22,NA,10.0521,11.5623
"5186",54,2020-02-23,NA,10.0452,11.5657
"5187",55,2020-02-24,NA,10.0388,11.5683
"5188",56,2020-02-25,NA,10.0329,11.567
"5189",57,2020-02-26,NA,10.0277,11.5638
"5190",58,2020-02-27,NA,10.0231,11.5582
"5191",59,2020-02-28,NA,10.0192,11.5523
"5192",60,2020-02-29,NA,10.0164,11.547
"5193",61,2020-03-01,NA,10.0154,11.5421
"5194",62,2020-03-02,NA,10.0158,11.5405
"5195",63,2020-03-03,NA,10.0165,11.5392
"5196",64,2020-03-04,NA,10.0179,11.5393
"5197",65,2020-03-05,NA,10.0197,11.5418
"5198",66,2020-03-06,NA,10.0228,11.5447
"5199",67,2020-03-07,NA,10.027,11.5528
"5200",68,2020-03-08,NA,10.0326,11.562
"5201",69,2020-03-09,NA,10.0396,11.5719
"5202",70,2020-03-10,NA,10.0472,11.5828
"5203",71,2020-03-11,NA,10.0551,11.5903
"5204",72,2020-03-12,NA,10.063,11.5955
"5205",73,2020-03-13,NA,10.0709,11.6003
"5206",74,2020-03-14,NA,10.0794,11.6039
"5207",75,2020-03-15,NA,10.088,11.6062
"5208",76,2020-03-16,NA,10.0962,11.6033
"5209",77,2020-03-17,NA,10.1033,11.5987
"5210",78,2020-03-18,NA,10.1105,11.5935
"5211",79,2020-03-19,NA,10.117,11.5845
"5212",80,2020-03-20,NA,10.1229,11.5717
"5213",81,2020-03-21,NA,10.1287,11.5569
"5214",82,2020-03-22,NA,10.1349,11.5421
"5215",83,2020-03-23,NA,10.141,11.5247
"5216",84,2020-03-24,NA,10.1466,11.5081
"5217",85,2020-03-25,NA,10.1516,11.4959
"5218",86,2020-03-26,NA,10.1555,11.4839
"5219",87,2020-03-27,NA,10.1589,11.4727
"5220",88,2020-03-28,NA,10.1624,11.4623
"5221",89,2020-03-29,NA,10.1657,11.4537
"5222",90,2020-03-30,NA,10.1693,11.4464
"5223",91,2020-03-31,NA,10.1732,11.4423
"5224",92,2020-04-01,NA,10.1769,11.4381
"5225",93,2020-04-02,NA,10.1797,11.4319
"5226",94,2020-04-03,NA,10.1833,11.4283
"5227",95,2020-04-04,NA,10.1874,11.4253
"5228",96,2020-04-05,NA,10.1923,11.4233
"5229",97,2020-04-06,NA,10.1984,11.4223
"5230",98,2020-04-07,NA,10.2059,11.4205
"5231",99,2020-04-08,NA,10.2143,11.4174
"5232",100,2020-04-09,NA,10.2229,11.415
"5233",101,2020-04-10,NA,10.2313,11.4125
"5234",102,2020-04-11,NA,10.2397,11.4134
"5235",103,2020-04-12,NA,10.2482,11.4167
"5236",104,2020-04-13,NA,10.2575,11.4224
"5237",105,2020-04-14,NA,10.2663,11.4285
"5238",106,2020-04-15,NA,10.277,11.4352
"5239",107,2020-04-16,NA,10.2881,11.4461
"5240",108,2020-04-17,NA,10.2987,11.4574
"5241",109,2020-04-18,NA,10.3076,11.4655
"5242",110,2020-04-19,NA,10.3153,11.4772
"5243",111,2020-04-20,NA,10.3221,11.4939
"5244",112,2020-04-21,NA,10.3291,11.513
"5245",113,2020-04-22,NA,10.3347,11.5308
"5246",114,2020-04-23,NA,10.3404,11.552
"5247",115,2020-04-24,NA,10.3466,11.5725
"5248",116,2020-04-25,NA,10.354,11.5887
"5249",117,2020-04-26,NA,10.361,11.604
"5250",118,2020-04-27,NA,10.3692,11.619
"5251",119,2020-04-28,NA,10.3798,11.6385
"5252",120,2020-04-29,NA,10.3934,11.6639
"5253",121,2020-04-30,NA,10.4088,11.689
"5254",122,2020-05-01,NA,10.4248,11.7112
"5255",123,2020-05-02,NA,10.4404,11.731
"5256",124,2020-05-03,NA,10.4586,11.7523
"5257",125,2020-05-04,NA,10.4778,11.7785
"5258",126,2020-05-05,NA,10.4975,11.7974
"5259",127,2020-05-06,NA,10.5179,11.8143
"5260",128,2020-05-07,NA,10.5386,11.8302
"5261",129,2020-05-08,NA,10.5591,11.8439
"5262",130,2020-05-09,NA,10.5799,11.8632
"5263",131,2020-05-10,NA,10.6011,11.8835
"5264",132,2020-05-11,NA,10.6251,11.9065
"5265",133,2020-05-12,NA,10.6531,11.9325
"5266",134,2020-05-13,NA,10.6845,11.9599
"5267",135,2020-05-14,NA,10.7169,11.9864
"5268",136,2020-05-15,NA,10.7523,12.0134
"5269",137,2020-05-16,NA,10.7892,12.0426
"5270",138,2020-05-17,NA,10.8297,12.0765
"5271",139,2020-05-18,NA,10.8748,12.1142
"5272",140,2020-05-19,NA,10.9253,12.1608
"5273",141,2020-05-20,NA,10.9792,12.2103
"5274",142,2020-05-21,NA,11.0365,12.2652
"5275",143,2020-05-22,NA,11.0948,12.3214
"5276",144,2020-05-23,NA,11.154,12.3788
"5277",145,2020-05-24,NA,11.2138,12.4361
"5278",146,2020-05-25,NA,11.273,12.4939
"5279",147,2020-05-26,NA,11.3292,12.5503
"5280",148,2020-05-27,NA,11.3833,12.6077
"5281",149,2020-05-28,NA,11.4324,12.665
"5282",150,2020-05-29,NA,11.4756,12.717
"5283",151,2020-05-30,NA,11.5123,12.7621
"5284",152,2020-05-31,NA,11.5458,12.8078
"5285",153,2020-06-01,NA,11.5763,12.8525
"5286",154,2020-06-02,NA,11.6052,12.8943
"5287",155,2020-06-03,NA,11.6327,12.9426
"5288",156,2020-06-04,NA,11.6593,12.984
"5289",157,2020-06-05,NA,11.6879,13.032
"5290",158,2020-06-06,NA,11.7199,13.0849
"5291",159,2020-06-07,NA,11.7567,13.1426
"5292",160,2020-06-08,NA,11.7988,13.2031
"5293",161,2020-06-09,NA,11.8447,13.2608
"5294",162,2020-06-10,12.73,11.8947,13.3198
"5295",163,2020-06-11,12.86,11.9459,13.379
"5296",164,2020-06-12,13.28,11.9968,13.4355
"5297",165,2020-06-13,12.72,12.0482,13.4926
"5298",166,2020-06-14,12.8,12.0995,13.5503
"5299",167,2020-06-15,12.69,12.151,13.6086
"5300",168,2020-06-16,12.53,12.2006,13.6643
"5301",169,2020-06-17,13.48,12.2476,13.7159
"5302",170,2020-06-18,11.63,12.2903,13.7643
"5303",171,2020-06-19,12.12,12.3284,13.8075
"5304",172,2020-06-20,14.02,12.3659,13.849
"5305",173,2020-06-21,13.2,12.4026,13.8866
"5306",174,2020-06-22,11.64,12.4391,13.9248
"5307",175,2020-06-23,13.92,12.4766,13.9638
"5308",176,2020-06-24,14.36,12.5146,14.0041
"5309",177,2020-06-25,14.7,12.5547,14.0455
"5310",178,2020-06-26,14.35,12.5969,14.0863
"5311",179,2020-06-27,14.28,12.6438,14.127
"5312",180,2020-06-28,14.41,12.6962,14.1683
"5313",181,2020-06-29,13.46,12.7544,14.2097
"5314",182,2020-06-30,10.34,12.8173,14.2515
"5315",183,2020-07-01,10.42,12.8822,14.2899
"5316",184,2020-07-02,10.52,12.9492,14.3291
"5317",185,2020-07-03,10.47,13.0193,14.3719
"5318",186,2020-07-04,11.28,13.091,14.417
"5319",187,2020-07-05,11.32,13.164,14.4627
"5320",188,2020-07-06,10.63,13.2358,14.5117
"5321",189,2020-07-07,10.47,13.3061,14.5583
"5322",190,2020-07-08,10.77,13.3724,14.6052
"5323",191,2020-07-09,12.2,13.4325,14.6488
"5324",192,2020-07-10,12.65,13.4878,14.691
"5325",193,2020-07-11,14.24,13.5396,14.7313
"5326",194,2020-07-12,13.8,13.5889,14.7685
"5327",195,2020-07-13,12.34,13.636,14.8059
"5328",196,2020-07-14,13.3,13.6802,14.8405
"5329",197,2020-07-15,13.46,13.7231,14.8741
"5330",198,2020-07-16,13.31,13.7637,14.906
"5331",199,2020-07-17,13.25,13.8044,14.9406
"5332",200,2020-07-18,13.8,13.8446,14.9793
"5333",201,2020-07-19,13.95,13.8858,15.0177
"5334",202,2020-07-20,14.07,13.9286,15.057
"5335",203,2020-07-21,14.5,13.9704,15.0983
"5336",204,2020-07-22,14.17,14.0097,15.1364
"5337",205,2020-07-23,14.37,14.0471,15.1728
"5338",206,2020-07-24,14.6,14.0823,15.2079
"5339",207,2020-07-25,14.25,14.1159,15.2395
"5340",208,2020-07-26,14.4,14.1482,15.2697
"5341",209,2020-07-27,16.04,14.18,15.3027
"5342",210,2020-07-28,15.92,14.2093,15.3359
"5343",211,2020-07-29,16.06,14.2355,15.3648
"5344",212,2020-07-30,16.09,14.257,15.3897
"5345",213,2020-07-31,15.45,14.275,15.4115
"5346",214,2020-08-01,14.41,14.2912,15.4343
"5347",215,2020-08-02,14.66,14.3067,15.4522
"5348",216,2020-08-03,15.23,14.3208,15.4719
"5349",217,2020-08-04,14.34,14.3324,15.4825
"5350",218,2020-08-05,15.26,14.3416,15.4932
"5351",219,2020-08-06,14.41,14.3487,15.4999
"5352",220,2020-08-07,13.58,14.3524,15.5028
"5353",221,2020-08-08,13.66,14.3529,15.4998
"5354",222,2020-08-09,13.8,14.3552,15.4989
"5355",223,2020-08-10,13.97,14.3594,15.4989
"5356",224,2020-08-11,14.27,14.3633,15.4995
"5357",225,2020-08-12,14.64,14.3655,15.5007
"5358",226,2020-08-13,14.14,14.3662,15.5028
"5359",227,2020-08-14,14.72,14.3651,15.5072
"5360",228,2020-08-15,16.16,14.3626,15.5125
"5361",229,2020-08-16,16.04,14.3563,15.5189
"5362",230,2020-08-17,15.75,14.3453,15.5192
"5363",231,2020-08-18,14.14,14.3293,15.5128
"5364",232,2020-08-19,15.27,14.3097,15.5037
"5365",233,2020-08-20,14.38,14.2844,15.4878
"5366",234,2020-08-21,14.33,14.2547,15.4553
"5367",235,2020-08-22,13.52,14.2235,15.4181
"5368",236,2020-08-23,14.1,14.1915,15.3764
"5369",237,2020-08-24,14.15,14.1585,15.3321
"5370",238,2020-08-25,14.22,14.1242,15.289
"5371",239,2020-08-26,14.06,14.0888,15.2457
"5372",240,2020-08-27,14.09,14.0537,15.2009
"5373",241,2020-08-28,14.21,14.0198,15.1573
"5374",242,2020-08-29,14.62,13.988,15.1176
"5375",243,2020-08-30,13.71,13.9582,15.0852
"5376",244,2020-08-31,13.46,13.9293,15.0555
"5377",245,2020-09-01,12.53,13.9005,15.0281
"5378",246,2020-09-02,13.15,13.8707,15.0046
"5379",247,2020-09-03,13.52,13.8402,14.9795
"5380",248,2020-09-04,12.83,13.8088,14.955
"5381",249,2020-09-05,13.44,13.7766,14.9289
"5382",250,2020-09-06,13.53,13.7441,14.9019
"5383",251,2020-09-07,13.64,13.7117,14.8758
"5384",252,2020-09-08,13.37,13.6793,14.8503
"5385",253,2020-09-09,13.07,13.6448,14.8232
"5386",254,2020-09-10,13.07,13.6083,14.7957
"5387",255,2020-09-11,12.69,13.5716,14.7675
"5388",256,2020-09-12,13.48,13.5356,14.7378
"5389",257,2020-09-13,12.78,13.4995,14.7058
"5390",258,2020-09-14,12.89,13.4632,14.6723
"5391",259,2020-09-15,13.25,13.4266,14.6385
"5392",260,2020-09-16,13.47,13.3913,14.6021
"5393",261,2020-09-17,13.9,13.3578,14.5659
"5394",262,2020-09-18,14.66,13.3258,14.5292
"5395",263,2020-09-19,14.75,13.2948,14.4922
"5396",264,2020-09-20,14.42,13.2654,14.4532
"5397",265,2020-09-21,14.76,13.2372,14.4259
"5398",266,2020-09-22,15.04,13.2071,14.4017
"5399",267,2020-09-23,15.14,13.1754,14.3774
"5400",268,2020-09-24,14.98,13.1438,14.3537
"5401",269,2020-09-25,14.67,13.1117,14.3303
"5402",270,2020-09-26,14.52,13.079,14.3061
"5403",271,2020-09-27,14.81,13.0444,14.2813
"5404",272,2020-09-28,14.01,13.008,14.2555
"5405",273,2020-09-29,14.23,12.9705,14.2293
"5406",274,2020-09-30,14.19,12.9331,14.2003
"5407",275,2020-10-01,13.83,12.896,14.1711
"5408",276,2020-10-02,13.47,12.8591,14.139
"5409",277,2020-10-03,13.41,12.8229,14.1079
"5410",278,2020-10-04,13.06,12.7871,14.078
"5411",279,2020-10-05,12.95,12.7501,14.0453
"5412",280,2020-10-06,13.44,12.7126,14.0095
"5413",281,2020-10-07,12.96,12.6745,13.9776
"5414",282,2020-10-08,12.94,12.6343,13.9467
"5415",283,2020-10-09,13.65,12.5926,13.9134
"5416",284,2020-10-10,13.82,12.5491,13.8789
"5417",285,2020-10-11,13.28,12.5029,13.8432
"5418",286,2020-10-12,13.31,12.4548,13.8075
"5419",287,2020-10-13,13.56,12.4052,13.7763
"5420",288,2020-10-14,13.72,12.3554,13.7459
"5421",289,2020-10-15,13.08,12.3053,13.7163
"5422",290,2020-10-16,12.31,12.2569,13.6884
"5423",291,2020-10-17,12.29,12.2102,13.6637
"5424",292,2020-10-18,11.97,12.1658,13.6429
"5425",293,2020-10-19,11.72,12.1253,13.6248
"5426",294,2020-10-20,11.76,12.0875,13.6108
"5427",295,2020-10-21,11.17,12.0524,13.6075
"5428",296,2020-10-22,10.42,12.02,13.606
"5429",297,2020-10-23,9.92,11.9909,13.6013
"5430",298,2020-10-24,10.07,11.9647,13.599
"5431",299,2020-10-25,9.74,11.9406,13.5992
"5432",300,2020-10-26,9.61,11.918,13.5993
"5433",301,2020-10-27,9.77,11.8964,13.5971
"5434",302,2020-10-28,9.71,11.8752,13.5798
"5435",303,2020-10-29,9.99,11.8539,13.5561
"5436",304,2020-10-30,10.27,11.8319,13.5321
"5437",305,2020-10-31,10.22,11.8093,13.5072
"5438",306,2020-11-01,10.29,11.7865,13.4814
"5439",307,2020-11-02,10.09,11.7639,13.4567
"5440",308,2020-11-03,9.96,11.741,13.431
"5441",309,2020-11-04,10.37,11.7175,13.404
"5442",310,2020-11-05,10.55,11.6947,13.3783
"5443",311,2020-11-06,10.53,11.6726,13.3556
"5444",312,2020-11-07,10.39,11.6506,13.3299
"5445",313,2020-11-08,10.04,11.6299,13.3045
"5446",314,2020-11-09,9.19,11.6101,13.2846
"5447",315,2020-11-10,9.45,11.5909,13.2648
"5448",316,2020-11-11,9.46,11.5727,13.2532
"5449",317,2020-11-12,9.35,11.5542,13.2428
"5450",318,2020-11-13,9.71,11.5356,13.2283
"5451",319,2020-11-14,9.75,11.5168,13.215
"5452",320,2020-11-15,10.12,11.4984,13.2013
"5453",321,2020-11-16,10.41,11.4791,13.1839
"5454",322,2020-11-17,10.62,11.4586,13.1627
"5455",323,2020-11-18,11.02,11.4367,13.1399
"5456",324,2020-11-19,11.05,11.413,13.117
"5457",325,2020-11-20,10.9,11.3886,13.0929
"5458",326,2020-11-21,10.75,11.3646,13.0635
"5459",327,2020-11-22,10.52,11.3407,13.0299
"5460",328,2020-11-23,10.44,11.3165,12.9988
"5461",329,2020-11-24,10.54,11.2916,12.9666
"5462",330,2020-11-25,10.74,11.2653,12.9306
"5463",331,2020-11-26,10.6,11.2372,12.8929
"5464",332,2020-11-27,10.24,11.2079,12.8561
"5465",333,2020-11-28,10.2,11.1783,12.8332
"5466",334,2020-11-29,10.12,11.1487,12.8163
"5467",335,2020-11-30,10.22,11.1188,12.7996
"5468",336,2020-12-01,10.22,11.0884,12.7829
"5469",337,2020-12-02,10.14,11.0569,12.765
"5470",338,2020-12-03,10.27,11.0241,12.7466
"5471",339,2020-12-04,10.36,10.9907,12.727
"5472",340,2020-12-05,10.23,10.9572,12.7073
"5473",341,2020-12-06,10.44,10.9239,12.6891
"5474",342,2020-12-07,10.33,10.8915,12.6709
"5475",343,2020-12-08,10.44,10.86,12.6537
"5476",344,2020-12-09,10.54,10.8291,12.6361
"5477",345,2020-12-10,9.91,10.7989,12.6157
"5478",346,2020-12-11,9.85,10.7699,12.5959
"5479",347,2020-12-12,9.93,10.7411,12.5673
"5480",348,2020-12-13,10.05,10.7131,12.5328
"5481",349,2020-12-14,10.23,10.6861,12.4906
"5482",350,2020-12-15,10.09,10.6599,12.4366
"5483",351,2020-12-16,10.24,10.6348,12.3805
"5484",352,2020-12-17,10.32,10.6115,12.3263
"5485",353,2020-12-18,10.04,10.5899,12.2751
"5486",354,2020-12-19,10.18,10.5702,12.2279
"5487",355,2020-12-20,10.42,10.5518,12.1826
"5488",356,2020-12-21,10.34,10.5343,12.1375
"5489",357,2020-12-22,9.96,10.5176,12.0963
"5490",358,2020-12-23,9.27,10.5021,12.067
"5491",359,2020-12-24,9.3,10.488,12.0421
"5492",360,2020-12-25,9.87,10.4754,12.0204
"5493",361,2020-12-26,10.22,10.4642,12.0017
"5494",362,2020-12-27,10.22,10.4547,11.9832
"5495",363,2020-12-28,10.17,10.4461,11.9664
"5496",364,2020-12-29,9.8,10.4383,11.9497
"5497",365,2020-12-30,9.85,10.4312,11.9325
"5498",366,2020-12-31,10.17,10.4246,11.9154
"5499",1,2021-01-01,10.1,10.4183,11.8983
"5500",2,2021-01-02,10.14,10.4124,11.8823
"5501",3,2021-01-03,10.45,10.4072,11.8665
"5502",4,2021-01-04,10.77,10.4023,11.8512
"5503",5,2021-01-05,10.68,10.3975,11.8334
"5504",6,2021-01-06,10.65,10.3932,11.8143
"5505",7,2021-01-07,10.66,10.3883,11.7984
"5506",8,2021-01-08,10.61,10.383,11.7817
"5507",9,2021-01-09,10.52,10.3769,11.7648
"5508",10,2021-01-10,10.71,10.3701,11.7479
"5509",11,2021-01-11,10.78,10.3625,11.7284
"5510",12,2021-01-12,11.06,10.3553,11.6986
"5511",13,2021-01-13,11.35,10.3483,11.6692
"5512",14,2021-01-14,11.25,10.3417,11.6488
"5513",15,2021-01-15,11.27,10.3352,11.6378
"5514",16,2021-01-16,11.45,10.3285,11.6292
"5515",17,2021-01-17,11.14,10.3216,11.6239
"5516",18,2021-01-18,11.09,10.3148,11.6191
"5517",19,2021-01-19,10.7,10.3084,11.6145
"5518",20,2021-01-20,10.45,10.3025,11.6083
"5519",21,2021-01-21,10.4,10.2971,11.6028
"5520",22,2021-01-22,10.14,10.292,11.5962
"5521",23,2021-01-23,10.2,10.2868,11.5832
"5522",24,2021-01-24,10.16,10.2817,11.5686
"5523",25,2021-01-25,9.76,10.2764,11.5571
"5524",26,2021-01-26,9.5,10.271,11.549
"5525",27,2021-01-27,9.23,10.266,11.5446
"5526",28,2021-01-28,9.48,10.2612,11.5417
"5527",29,2021-01-29,9.37,10.2558,11.5403
"5528",30,2021-01-30,9.32,10.2495,11.5406
"5529",31,2021-01-31,9.79,10.2427,11.54
"5530",32,2021-02-01,9.93,10.2357,11.5394
"5531",33,2021-02-02,10.29,10.2286,11.538
"5532",34,2021-02-03,10.03,10.2214,11.5351
"5533",35,2021-02-04,10.07,10.2134,11.5326
"5534",36,2021-02-05,9.47,10.205,11.5315
